#{"t_start": 1764808870.413026, "env_id": "Ant-v5"}
r,l,t
-17.168952,36,186.883822
-3.006864,14,186.89852
-97.945874,158,187.071392
-58.841433,52,187.128521
-37.37782,133,187.281626
6.875337,33,187.319523
-43.930948,58,187.378096
-53.562054,96,187.484483
-33.163451,32,187.517557
-8.478725,19,187.537469
-111.4746,109,187.65173
-17.694964,15,187.665606
-14.926151,34,187.696923
-14.314791,18,187.712882
-56.812839,107,187.808019
-74.832549,75,187.875891
-22.836035,20,187.892916
-8.55224,24,187.915979
-45.043228,55,187.96545
-31.695829,40,188.002883
-32.947871,20,188.021236
-673.737451,1000,189.563306
-22.399092,35,189.599351
-7.145371,25,189.624131
9.274921,36,189.656928
-73.288245,125,189.769099
-631.186502,1000,190.707091
-29.751891,35,190.739827
-124.992255,139,190.864972
-20.683043,17,190.880284
-83.3135,90,190.965195
-56.563065,106,191.075239
-54.847252,32,191.105095
3.02389,26,191.131782
-56.337741,34,191.163622
-25.461497,77,191.234979
-36.946944,47,191.27758
4.332567,21,191.296191
-54.684998,41,191.333341
-54.541789,48,191.377967
-16.506939,18,191.67453
-33.89409,24,191.6959
-20.798278,36,191.728871
-11.548434,78,191.800136
-24.239177,53,191.848495
-32.477174,24,191.870692
-20.430788,87,191.950088
14.557547,50,191.995665
-25.055152,31,192.024989
-26.426481,35,192.058001
-2.542673,10,192.066799
-14.221525,17,192.081782
-30.163122,96,192.170488
-642.464124,1000,193.113961
-17.029045,12,193.126151
-15.438402,16,193.142543
7.624826,31,193.172967
-60.345686,47,193.219934
-24.182246,66,193.282631
-13.673792,17,193.298852
-14.955645,18,193.318267
-62.546062,58,193.37544
-77.929941,45,193.419308
-79.484758,105,193.518541
-41.22057,55,193.571526
-7.873334,24,193.876627
-95.292523,80,193.954042
-6.304976,23,193.975843
-54.473981,80,194.075155
-95.336197,83,194.181937
-16.287617,17,194.202428
-1.565029,27,194.233881
-0.977903,29,194.268081
-22.059768,28,194.301022
3.4956,78,194.395974
-16.312928,23,194.425125
-50.000092,59,194.499328
-35.606215,70,194.589644
-16.747978,63,194.666862
-8.084914,22,194.690587
-32.255565,50,194.743702
-45.576344,37,194.779076
-25.486425,24,194.800284
-117.706655,125,194.926459
-41.803233,58,194.979696
-36.090036,68,195.054677
-31.676435,26,195.078657
-16.52883,14,195.090666
-8.198462,16,195.104162
-17.223299,16,195.12084
-21.64442,25,195.151696
-32.136318,41,195.210032
-10.975599,11,195.225829
-39.033349,95,195.339852
-5.945081,38,195.374747
-8.218838,21,195.393346
-15.509181,13,195.404976
-10.34556,19,195.425205
-27.61706,28,195.451375
-35.876312,33,195.483217
-51.081078,77,195.556903
-71.972835,71,195.621387
-53.449702,71,195.686497
-74.154071,58,195.738739
-53.017514,48,195.785838
-32.485923,62,195.848387
-27.788286,43,195.891219
-634.014948,1000,197.128735
-23.754888,30,197.156992
-17.48613,29,197.185051
-45.351148,56,197.237855
-9.278963,14,197.251313
5.274981,33,197.281706
-138.568104,112,197.38394
-56.65172,53,197.43141
-1.557868,12,197.441611
-5.287328,33,197.472006
-40.565445,60,197.529848
-23.195475,48,197.574217
-13.9659,16,197.589451
-26.321911,53,197.638357
-20.33089,57,197.690692
11.334825,52,197.73888
-654.982258,1000,199.0046
-6.075538,14,199.018143
-5.945697,12,199.029019
-18.852082,69,199.093474
-23.829004,26,199.117365
-10.461891,9,199.126277
-7.220106,40,199.161934
-5.261896,26,199.186458
-39.667537,29,199.213112
-0.392754,49,199.258067
-4.065071,72,199.322646
-14.823098,107,199.42037
2.035358,57,199.474009
-25.089824,49,199.760413
-20.681534,23,199.783342
-29.402105,21,199.805197
-13.212012,48,199.850022
1.886404,18,199.866537
-56.285481,70,199.931923
-0.509248,42,199.969802
-37.438524,33,200.000833
-19.345566,31,200.030023
-8.73721,17,200.045274
-31.707154,22,200.066253
-30.455724,76,200.134563
-607.941858,1000,201.362593
-46.754041,111,201.465869
-38.273387,49,201.511063
-4.634509,50,201.55877
14.571455,19,201.576526
-14.235691,13,201.588355
-31.105599,32,201.618475
25.792434,65,201.677339
3.598617,53,201.726039
-52.41697,65,201.78762
1.189766,35,201.819024
-15.874351,41,201.856465
-137.7508,173,202.014676
-44.538901,155,202.159685
1.731783,16,202.174275
-6.787964,49,202.219712
-5.19432,17,202.238305
-20.447193,13,202.252739
-195.55686,224,202.481432
-3.869952,23,202.502446
-631.82837,1000,203.738205
-19.370049,21,203.758348
-60.629727,47,203.802023
-1.198236,20,203.820509
-8.678845,67,203.881785
-12.850786,24,203.904074
-58.012437,58,203.958086
9.411541,16,203.972157
-80.504647,61,204.026776
1.327746,24,204.048733
-9.719989,16,204.063226
-6.842623,93,204.150677
-36.518459,61,204.207268
-2.634694,22,204.227137
-9.659018,38,204.264437
-6.380078,23,204.287272
-11.4655,18,204.305371
-14.40569,20,204.325534
-75.962809,152,204.475536
-6.535123,127,204.600128
-16.681106,40,204.638972
-9.051993,38,204.674796
-29.19059,52,204.722853
-23.367746,43,204.762737
-11.99187,20,204.780483
1.916717,61,204.838677
-62.782959,83,204.938969
-13.237812,28,204.975246
-43.39513,50,205.03784
-5.120091,15,205.058153
-5.002159,42,205.114385
-38.783707,66,205.201155
-0.167174,18,205.223267
-133.232058,142,205.658433
-36.496351,24,205.682286
-23.574931,40,205.723918
-20.882521,27,205.751924
11.537993,16,205.768051
-23.857753,22,205.790943
4.094033,35,205.826239
-20.129783,13,205.838863
-24.20469,38,205.875415
-41.968222,62,205.932003
-23.682695,20,205.956187
-3.430847,10,205.966789
2.786617,54,206.027755
-11.918226,55,206.101078
-2.427934,26,206.135336
-65.999274,49,206.198972
-15.662649,71,206.284547
-2.77471,13,206.298004
-15.45641,18,206.315527
-32.915286,31,206.347615
8.936104,48,206.401634
-8.183944,45,206.443539
-586.701447,1000,207.434512
-13.361438,14,207.448044
-40.280243,34,207.478989
-50.434732,51,207.52611
15.570473,45,207.568432
-5.239291,20,207.587344
-33.02914,46,207.629478
-4.510151,40,207.666836
-32.362368,41,208.051868
-10.249235,12,208.067478
-12.635293,20,208.093874
-1.888406,19,208.118085
-9.447432,25,208.14925
-69.35183,75,208.2421
-12.462931,42,208.295745
-55.581817,50,208.359513
12.983842,25,208.3894
-16.413389,19,208.411533
-5.098172,13,208.426967
1.439204,37,208.469769
-40.413481,55,208.528901
22.842402,28,208.562589
12.859121,35,208.602041
0.511097,12,208.615288
-2.568827,15,208.632847
-27.043087,36,208.674544
-12.114601,19,208.695755
-628.101512,1000,209.843814
-43.153176,38,209.890763
-11.742078,26,209.91951
-13.353084,30,209.948392
-30.660738,37,209.982388
-26.675359,22,210.001786
-529.837541,1000,211.235186
-39.056251,45,211.276477
14.490424,53,212.276396
-22.019996,31,212.304463
-31.942331,49,212.350529
-116.881472,137,212.487426
-43.401101,55,212.545415
20.678199,30,212.576409
-74.817484,129,212.700279
-26.849985,44,212.741059
-7.616606,73,212.806638
-577.421205,933,214.091355
-114.47775,73,214.16189
-9.28499,23,214.184657
-25.924124,39,214.220951
-9.224885,39,214.256208
-15.119356,79,214.335513
-39.351023,46,214.383407
3.554193,23,214.405825
-97.137761,122,214.522005
-4.145844,29,214.550119
-12.966179,41,214.58823
-5.483374,78,214.658837
-54.209294,95,214.746294
-16.817919,15,214.759552
-19.916622,26,214.783937
-16.760704,25,214.806542
-31.850031,28,214.832356
-73.594319,101,214.925586
-47.719176,88,215.008289
-16.918195,23,215.029685
0.336304,55,215.087297
-9.948098,24,215.109514
-18.995768,31,215.13892
-7.631689,17,215.154141
-9.524931,42,215.192288
-31.563167,73,215.259514
-43.594055,49,215.305628
-12.281014,15,215.322968
-101.251335,87,215.407844
-38.986704,66,215.477455
-80.817212,68,215.541434
-26.723194,60,215.602634
35.172552,98,215.69238
-15.980281,17,215.708611
-43.115508,51,215.755443
-44.658793,61,215.813582
-1.814877,30,215.841058
0.731199,20,216.155761
-10.351239,54,216.212683
-11.813351,19,216.23001
-607.058579,1000,217.206015
-45.876303,28,217.23761
-9.272536,34,217.271317
8.747819,17,217.286786
-10.454696,29,217.31357
-78.799152,93,217.404844
-9.354406,13,217.41708
-11.824539,37,217.45779
-5.792802,12,217.469066
-12.013439,29,217.501677
6.326199,15,217.516093
19.351778,34,217.548718
-12.008679,51,217.602413
-9.932119,55,217.653049
-15.39267,30,217.685857
0.280401,12,217.697195
-79.995171,111,217.803209
-36.326128,36,217.836497
-30.724308,104,217.935738
-29.138032,30,217.965137
-37.768735,25,217.98886
-48.021118,47,218.03237
11.058195,45,218.073931
-14.396572,34,218.105006
-17.819235,21,218.12518
-56.381837,50,218.476172
12.369684,50,218.529496
-6.828231,15,218.544307
-2.554567,63,218.607461
-5.89954,17,218.623751
-96.86264,155,218.779893
-34.814566,29,218.807843
18.848112,46,218.856382
-627.827294,1000,219.853345
3.940964,16,219.869233
17.412938,42,219.913212
-13.453983,14,219.92587
-12.313783,15,219.939905
-72.706148,97,220.036517
-20.866722,62,220.099771
-28.254166,23,220.121844
-650.460105,1000,221.390878
-6.825052,12,221.404332
-10.791805,29,221.437624
-42.772809,56,221.490258
9.201457,57,221.548831
-12.428027,10,221.558135
-1.875161,15,221.572926
3.553837,20,221.591662
0.03502,53,221.640073
-49.544139,74,221.708402
-1.629318,22,221.72796
19.650461,33,221.758599
-42.045183,37,221.792149
-30.834106,69,221.854168
-12.171176,18,221.870926
-10.183181,23,221.89139
-0.779195,35,221.923894
-0.281968,15,221.937087
-53.624487,60,221.999206
-15.569052,55,222.049709
-40.72716,38,222.085562
-8.486774,28,222.111302
-56.966853,98,222.201934
-8.063583,32,222.231577
-2.51291,30,222.268224
-23.767274,39,222.304345
-2.808726,17,222.320389
-25.263917,26,222.343885
-31.223425,53,222.392941
-15.074249,28,222.417553
-51.558529,85,222.497367
-15.088833,13,222.509837
22.802726,57,222.564037
-13.685884,24,222.585685
-41.986575,53,222.635197
-23.599445,19,222.653229
-5.509437,16,222.667181
-16.442922,25,222.691335
-60.271548,137,223.094618
20.994868,108,223.193047
5.285689,79,223.265264
21.063339,47,223.317223
-31.387224,52,223.377512
-125.092495,85,223.473767
-7.197326,23,223.501299
4.403563,16,223.517237
-8.626894,18,223.837412
-25.86075,25,223.86606
-4.533857,32,223.901388
2.330388,32,223.936791
-7.281056,18,223.957636
-59.597618,92,224.060022
1.396093,14,224.074865
-14.471853,29,224.107403
-1.657062,40,224.154149
-38.010545,27,224.183964
-21.716423,20,224.206691
-22.203013,33,224.242683
-33.190821,19,224.265818
6.011686,58,224.33232
-18.771331,21,224.359791
-8.443472,36,224.408751
-27.630559,33,224.457773
-40.878412,54,224.525432
-24.41419,73,224.644566
-68.080066,68,224.74478
-22.697648,19,224.784626
-30.191407,36,224.84564
-11.013123,11,224.866883
-23.62523,57,224.960442
-17.597127,26,225.007121
-24.169673,29,225.068147
-8.361901,19,225.099173
-20.070958,25,225.136153
-17.297216,23,225.17066
2.020288,20,225.20426
-9.288347,14,225.225527
-649.257317,1000,228.02056
-4.997884,14,228.040214
6.413691,43,228.107514
-30.633292,31,228.153409
-46.388393,27,228.191004
-20.194259,25,228.224955
0.315001,35,228.272516
-38.076239,45,228.335548
-20.697835,35,228.385402
-8.328915,34,228.432529
-1.350547,25,228.466437
-41.027936,117,228.624385
-17.217528,13,228.641119
-46.668479,54,228.718932
10.384445,35,228.768162
-11.619868,18,228.790522
-26.117691,42,228.845255
-14.841547,77,228.953965
-617.120509,1000,231.727779
15.544749,38,231.78885
21.048565,40,231.856657
0.679259,36,231.913119
-8.935431,13,231.938268
-10.134663,40,232.009828
-8.261628,10,232.028873
-12.019025,31,232.079667
-2.157286,12,232.101627
-13.286463,21,232.137296
-6.557816,26,232.179674
-9.578124,17,232.20976
-115.801992,110,232.406629
-6.749443,38,232.476516
-88.711086,64,232.603857
-3.82391,14,232.629769
-1.29308,22,232.669029
-24.461411,41,232.740019
-542.402262,1000,234.175252
-99.792295,58,234.25498
-24.681032,76,234.353712
-8.563087,14,234.370205
-6.947728,27,234.405752
-16.71347,28,234.44186
-5.819491,21,234.473017
1.050403,14,234.495119
-11.071824,23,234.527739
13.967519,19,234.55849
-10.46799,15,234.58074
-16.00044,20,234.609811
-0.077952,29,234.656393
7.583379,39,234.714537
-499.880398,876,236.801479
-15.594656,16,236.822408
-8.083649,19,236.848456
-2.05814,27,236.883985
-39.835097,33,236.931374
-52.494608,38,236.979777
-101.177541,78,237.087192
4.701036,35,237.136096
-1.019997,49,237.205297
36.468863,88,237.329495
-55.214688,69,237.423517
-5.497686,50,237.492741
31.566122,134,237.676766
0.349262,20,237.706161
-22.507912,14,237.727944
12.426173,63,237.817198
1.120533,13,237.835451
2.340475,31,237.879724
-27.923922,35,237.928555
-11.704419,11,237.944676
-59.316464,61,238.031943
-12.817087,15,238.051321
-2.17965,9,238.063846
-61.542025,127,238.242126
-1.604192,18,238.268661
-31.195226,22,238.304959
-76.630438,65,238.395165
-28.852038,46,239.285177
-3.999048,16,239.30946
-530.470767,1000,240.808856
-11.411701,18,240.837477
-0.502372,25,240.877226
-28.677698,28,240.921309
-14.304341,47,240.99504
-9.174943,45,241.053641
-11.376107,25,241.088557
-1.30365,20,241.117481
2.654798,13,241.136238
-24.592014,42,241.199625
3.821416,40,241.258624
0.735418,13,241.276872
-5.567515,16,241.297318
-10.370785,18,241.322363
-15.483237,19,241.349194
8.905368,49,241.424885
-11.923097,37,241.482054
-3.055193,15,241.50454
-111.861099,135,241.700294
-7.267963,12,241.716456
-11.918919,20,241.746053
-105.919158,63,241.839314
-7.946814,19,241.868679
-20.768715,39,241.928642
-15.757461,45,242.002918
-16.539638,129,242.198715
-58.300699,86,242.323767
-6.578954,21,243.52134
3.29371,18,243.560384
-363.897225,592,244.690772
-1.722756,13,244.70953
2.955927,24,244.743021
-26.012327,17,244.766639
-11.978231,16,244.789688
-16.104965,39,244.842021
5.71016,48,244.914276
-15.131676,26,244.951631
-3.951355,25,244.992366
-29.90417,88,245.126838
3.112891,22,245.158358
14.76234,25,245.192895
-18.730134,13,245.210748
-51.441537,34,245.257803
-6.973534,45,245.317436
-31.238097,50,245.379368
22.784383,58,245.449884
-28.491429,37,245.495761
-10.821661,17,245.517606
-7.536628,48,245.573153
-65.151178,89,245.695786
-8.949585,13,245.71643
8.157664,54,245.801786
8.984745,37,245.859016
-12.014865,31,245.90062
-553.515684,1000,248.161911
0.326357,18,248.181108
-17.889489,19,248.201222
-11.511882,12,248.21277
5.452261,31,248.244553
-28.671069,82,248.340928
-24.461055,28,248.373831
-61.814346,59,248.44132
-40.330836,70,248.520579
-15.986862,29,248.553624
-3.520821,14,248.569138
-45.844694,71,248.651737
2.535307,26,248.680029
-1.704902,18,248.704107
17.247383,26,248.73226
-29.31852,98,248.842526
-52.870186,67,248.913286
-26.07716,53,248.969094
-21.533567,25,248.993405
-0.587389,12,249.006272
7.014309,18,249.024613
-7.747755,16,249.040908
4.606905,17,249.058201
-20.070014,44,249.103246
0.904788,24,249.126466
13.955275,28,249.156133
-21.141761,29,249.187999
31.344874,31,249.220212
-520.539932,1000,250.684917
33.276577,35,250.723635
-16.325207,58,250.786115
-47.77065,33,250.820813
-8.217981,22,250.843203
-38.581294,57,250.903736
-19.10708,32,250.938239
-11.728917,13,250.952295
3.474124,30,250.984801
-12.200954,38,251.026623
-25.71575,29,251.05802
-558.427341,1000,252.119425
-13.661385,35,252.156667
1.892196,22,252.1795
-56.78359,55,252.238212
-9.662529,32,252.271763
-23.589608,49,252.323217
-16.478602,28,252.352471
-64.507641,50,252.404987
-41.108733,49,252.455675
-5.980353,17,252.473284
-7.871178,14,252.872656
-17.301553,53,252.927177
21.053921,52,252.980994
-41.014744,33,253.015156
-12.228536,12,253.02687
-51.906834,94,253.123929
4.147443,15,253.140474
-12.225892,27,253.169683
-4.491326,32,253.203171
1.288667,9,253.21142
20.561682,54,253.269324
-23.961615,32,253.301741
-7.373074,14,253.316369
-22.171875,15,253.330863
-595.188084,1000,254.400728
-6.943365,27,254.429084
-18.808402,33,254.463559
-50.789596,171,254.642889
-57.226364,84,254.729809
-24.676482,36,254.768029
-17.838173,70,254.843563
-18.80385,19,254.863857
-3.418662,24,254.889788
-19.070676,14,254.904288
-546.124681,1000,256.34288
-21.18124,54,256.397825
-4.059104,14,256.411221
-3.644101,21,256.433502
-19.602304,19,256.452786
-12.615949,20,256.47342
-22.335754,37,256.511503
-7.108352,13,256.52494
-44.564455,45,256.571687
-31.069875,49,256.621021
-35.046898,38,256.659939
-11.914761,75,256.737012
-4.548959,68,256.805858
-554.731309,1000,259.553807
-17.129238,102,259.657418
-15.176093,55,259.713518
5.611522,24,259.738284
-16.930896,13,259.751705
-12.200503,94,259.849098
-1.160428,34,259.884421
34.71114,37,259.92759
-7.057347,49,259.980601
-6.63554,51,260.034872
8.070378,46,260.08232
-11.360752,26,260.111519
15.054017,22,260.136728
-5.803099,35,260.17581
-4.931711,23,260.202443
-24.343571,44,260.248276
17.607999,20,260.271536
-8.680237,26,260.298057
-3.213585,35,260.334329
-28.435095,109,260.444969
-9.343267,23,260.469067
-15.552643,43,260.512841
16.256168,28,260.543242
-1.444617,27,260.574576
-62.030245,71,260.646378
-10.767662,28,260.675183
-8.275248,45,260.721438
-54.273231,43,260.764392
-555.294288,1000,262.216537
-4.032722,17,262.234919
0.286269,14,262.24883
-9.425663,25,262.275009
-2.892858,44,262.320472
25.816819,47,262.369279
-10.459292,14,262.384476
-17.859361,44,262.428333
-32.272704,52,262.48351
-68.90567,125,262.611725
-8.995403,67,262.680056
2.884076,33,262.714203
-2.418312,62,262.777827
-3.817106,28,262.807292
-61.500737,84,262.893354
-47.551521,48,262.943098
-13.573601,12,262.956448
-9.639318,12,262.969733
-18.244881,27,262.998691
-38.128125,25,263.023458
-2.770424,23,263.048166
11.889527,165,263.217547
4.919347,37,263.256362
27.20736,25,263.282694
-508.828721,1000,264.903082
-1.359869,27,264.930548
-1.419166,12,264.943005
-38.115971,83,265.029583
-23.110255,24,265.05644
-12.80769,16,265.073026
-20.850037,19,265.092582
-12.678408,15,265.107827
0.216293,22,265.130956
-21.147693,18,265.149278
65.297712,90,265.241754
-3.456275,15,265.257701
-1.201617,13,265.271737
-19.695904,34,265.306583
-24.378199,31,265.338747
-9.754878,33,265.373446
-9.072853,22,265.395952
5.757559,11,265.407429
-29.860801,40,265.45103
-28.121104,46,265.498785
-27.603838,73,265.575862
-23.848735,95,265.677027
7.321969,26,265.705108
-26.60473,27,265.734971
-5.288957,30,265.767364
-17.063886,32,265.801177
-2.323441,30,265.832656
6.811616,87,265.921828
-515.603838,1000,267.379807
20.48808,38,267.418171
-581.425749,1000,268.399678
-19.21672,38,268.434978
-27.981949,24,268.457141
-7.92047,12,268.468738
-30.536388,93,268.554279
-331.992563,703,269.670771
-10.818476,19,269.695472
-4.497949,27,269.727722
30.046486,39,269.771954
-13.635729,31,269.803934
-16.182894,27,269.829179
14.808072,20,269.847304
-0.259862,27,269.872166
-12.860192,15,269.885434
-52.192813,110,269.984959
-88.284705,122,270.128791
-2.789637,23,270.15618
-13.744823,37,270.194344
-0.261352,16,270.209072
-482.690577,1000,271.231732
-54.021895,53,271.280429
-7.035978,26,271.304229
-13.664804,33,271.335278
-22.819022,16,271.349385
-24.006993,24,271.371766
16.15144,95,272.247764
8.61748,77,272.320167
-21.174769,43,272.363219
-7.776918,56,272.702552
-20.043725,20,272.719832
-89.423083,126,272.836073
5.552555,14,272.848213
-9.070368,45,272.891146
-20.085649,17,272.906945
-88.18841,54,272.956506
3.170907,27,272.985616
-24.589192,26,273.009866
-14.821946,54,273.060007
-2.626574,17,273.076413
-45.127092,71,273.140208
-7.760462,38,273.174698
-24.91904,59,273.227773
-10.586323,35,273.260391
-35.033946,21,273.280266
-28.3964,34,273.310949
0.744983,10,273.320647
-11.147968,12,273.33162
-20.139562,25,273.354304
4.523741,29,273.380978
-14.010682,46,273.422747
-2.771702,40,273.462222
-32.916503,64,273.524539
-30.431406,34,273.555293
9.838113,28,273.580581
-22.681172,53,273.629422
-2.483952,12,273.64099
-19.013355,31,273.66939
1.587101,15,273.683379
-13.614342,28,273.70905
-557.659561,1000,275.041275
-49.740028,107,275.138551
-7.155185,32,275.167503
-7.33625,23,275.188632
-0.901786,11,275.198828
24.204461,45,275.23867
-4.88346,17,275.254317
-23.873366,34,275.285267
-441.947177,1000,276.215753
-62.604828,88,276.295547
-32.071709,35,276.327229
-13.033006,34,276.358493
22.151617,106,276.455193
21.726095,48,276.499039
-9.393135,15,276.511882
11.029916,31,276.540155
-38.753262,58,276.594298
6.67507,21,276.617395
-18.535821,32,276.64774
-5.762521,22,276.66858
-27.961086,76,276.738719
-453.580818,1000,277.936188
-256.848106,543,278.440876
-13.038878,25,278.464331
-11.02487,14,278.476946
-18.392839,16,278.492235
4.63747,57,278.543981
-10.877804,14,278.556328
-8.354396,35,278.588584
-19.270263,20,278.606587
-22.119948,151,278.743252
-11.185463,46,278.785353
-6.974879,16,278.799842
-5.743011,16,278.814418
-48.751387,72,278.886157
-23.482508,52,278.937822
-42.081385,82,279.012553
-13.480385,39,279.33941
-18.836401,74,279.405771
-17.402238,14,279.418559
-18.815211,34,279.449817
-13.892432,12,279.461035
13.960975,56,279.512925
-28.972464,16,279.527127
-15.089709,25,279.549721
14.7727,27,279.574625
-0.236576,10,279.583853
2.544996,15,279.598384
-11.366706,26,279.621736
-7.253412,16,279.636228
-23.163338,43,279.674228
-15.792968,15,279.688267
-60.387753,88,279.768326
-15.146275,16,279.783284
2.590832,13,279.79474
-4.348252,54,279.843901
-4.368098,44,279.884429
4.500649,45,279.924296
-8.646445,19,279.942209
-59.08782,44,279.981864
-34.143595,84,280.062561
-10.229271,18,280.0792
-7.23695,34,280.11075
-9.549274,33,280.140297
-3.574029,16,280.155394
12.427692,23,280.176378
13.328674,65,280.23595
-57.395308,92,280.320483
8.772294,22,280.34105
-16.919576,31,280.369124
-53.711831,125,280.484313
-5.128075,12,280.496023
-3.207537,14,280.509145
-41.971097,62,280.565538
-41.656792,31,280.59489
-6.242384,19,280.611482
-27.864584,43,280.650018
-13.453011,18,280.666528
-27.744587,120,280.773456
-56.725011,68,280.834985
-12.006515,31,280.863606
-2.092332,25,280.886721
-46.179791,80,280.959815
2.874959,24,280.98284
-16.464543,15,280.99606
-8.816325,22,281.015917
-12.994258,29,281.042407
-20.032857,27,281.068162
-42.707475,52,281.118548
-32.096634,108,281.498011
-3.202275,31,281.526118
9.692704,49,281.570245
-17.562807,22,281.590023
-7.621831,12,281.601427
-4.197228,12,281.612305
-6.906742,31,281.639746
-7.079236,13,281.651924
-10.280413,14,281.664888
29.518908,43,281.703836
3.914923,34,281.734899
-74.522306,125,281.86112
-17.876728,24,281.883304
-32.250712,33,281.914588
13.743395,18,281.930159
3.990302,61,281.985912
-9.480735,15,282.000123
-5.430753,15,282.013418
-24.040383,45,282.055022
-30.299232,60,282.108117
-1.691117,16,282.123097
-15.200051,17,282.13835
30.658067,37,282.172895
-5.057635,18,282.188571
5.302818,23,282.210171
-21.113983,26,282.233605
-5.612233,22,282.254266
2.93221,12,282.264685
-30.281417,43,282.304453
-5.543975,44,282.351128
-12.662907,27,282.376319
-11.32576,22,282.396649
-35.929186,26,282.423633
-16.378523,43,282.477316
7.028126,14,282.491965
-30.683934,70,282.577412
-6.696797,17,282.600854
-3.322736,24,282.627396
-11.094655,23,282.651979
-15.313482,13,282.66872
15.347468,49,282.725827
-11.864799,27,282.758802
6.710843,37,282.802993
-1.522382,20,282.823974
-82.746009,104,282.94509
-42.768947,182,284.197829
0.525686,69,284.260712
-47.738848,76,284.33051
18.555694,71,284.395142
-10.418121,22,284.415115
-14.147227,15,284.428648
-9.516606,29,284.453897
-25.620276,21,284.476686
2.365798,45,284.520595
-39.46481,81,284.870672
-11.298419,22,284.890975
-2.489937,32,284.918899
-13.012294,24,284.941457
-54.567318,169,285.101628
13.835473,75,285.169402
6.377992,16,285.184682
-53.616679,54,285.23404
0.800962,17,285.248972
-454.716271,1000,286.17983
-20.609055,43,286.219764
7.179617,42,286.258253
-11.613659,15,286.271461
-16.948513,28,286.297276
-35.465818,41,286.334375
-12.884255,40,286.371367
-46.428891,54,286.421892
-18.496549,18,286.439806
0.104057,46,286.48895
-38.155486,31,286.518608
-12.20451,17,286.534116
-12.210582,54,286.585207
-83.319363,71,286.651529
-10.553956,14,286.664259
-155.35681,98,286.753326
5.193105,22,287.058163
-7.562183,15,287.072
-22.348615,15,287.08582
-37.724835,53,287.14139
-6.69197,18,287.158167
-9.528455,25,287.181072
0.037842,30,287.208829
3.814404,16,287.223713
-20.090303,31,287.252635
-2.650238,16,287.266915
-6.9801,28,287.292869
2.02469,15,287.306732
-16.225704,20,287.325686
1.52391,11,287.335838
-8.185493,14,287.348532
-34.930602,47,287.392081
-1.093651,12,287.403248
-31.330523,33,287.433369
42.394986,55,287.482375
-9.369511,27,287.510451
-21.957461,22,287.533484
-4.782449,14,287.546291
-34.829618,73,287.613317
-16.520626,36,287.646044
-16.628255,22,287.667246
-39.035038,73,287.732911
-29.195544,114,287.836104
2.796163,30,287.874955
-10.931842,19,287.895091
-47.548957,89,287.991564
-24.644416,95,288.110295
-16.319714,69,288.180565
12.37696,74,288.249736
3.278873,11,288.260496
-9.028745,40,288.303534
-7.383347,46,288.358677
-491.891476,1000,289.642025
-17.650653,42,289.680156
10.961711,24,289.701556
-1.111088,13,289.71492
-9.751777,22,289.742559
-22.763461,17,289.760691
-62.308315,75,289.837358
-53.736169,53,289.897377
7.074814,21,289.917156
9.804296,14,289.930531
-3.982625,15,289.944156
-4.702505,19,289.961359
-28.00703,35,289.993408
6.843188,86,290.072632
-28.769812,22,290.099198
-5.508561,14,290.115997
9.420983,73,290.187093
-4.996077,10,290.196164
-15.32078,18,290.211823
-6.443346,31,290.241358
-27.480138,26,290.265202
-57.375531,70,290.327138
-28.376053,51,290.374218
-7.349669,24,290.398753
-12.360223,28,290.428278
-12.202726,34,290.459894
-67.227479,99,290.551327
3.189622,30,290.578327
-28.581936,197,290.780202
-23.981418,22,290.801173
-98.675909,76,290.869903
11.893285,49,290.915365
-21.432904,63,290.976186
-6.623062,16,290.995237
-64.589686,58,291.055307
-20.909274,31,291.086222
-6.28875,30,291.114117
-19.42349,23,291.134774
-24.260803,28,291.160536
-2.166955,30,291.18652
14.390206,32,291.215806
17.206772,45,291.256589
12.560888,28,291.281361
-0.746935,14,291.294714
-9.552633,35,291.326144
-11.299592,47,291.680116
-5.249617,7,291.688536
4.014905,13,291.700026
2.950427,33,291.733296
-0.223024,29,291.761945
0.904729,14,291.774837
9.26311,36,291.811076
-24.260094,53,291.869954
-0.134105,37,291.904773
0.917565,22,291.926953
23.231984,49,291.973328
1.137857,14,291.986096
11.134518,28,292.012187
-11.253333,34,292.042977
62.542382,66,292.10304
-42.058961,93,292.187547
-427.117345,1000,293.179819
-518.131495,897,294.317155
-24.313008,65,294.378527
-20.090811,23,294.399593
12.441608,50,294.445863
-5.291039,20,294.464706
-9.279928,23,294.485459
-396.53136,1000,295.743618
-8.522656,48,295.786746
-17.161302,33,295.816655
-46.727526,132,295.959234
-4.95558,22,295.980671
-45.118835,60,296.047906
-10.766896,56,296.110585
-24.289298,59,296.170763
-16.123136,27,296.198532
-34.245188,49,296.52862
-16.718227,68,296.602317
-17.06104,32,296.632187
-31.16456,65,296.704195
-460.25199,1000,297.716028
-31.307216,37,297.756015
-105.597926,77,297.828408
2.448569,31,297.856446
-60.639064,114,297.968461
-28.439405,62,298.025425
-35.136931,45,298.074992
-65.023014,83,298.16041
1.943173,35,298.198729
0.009651,32,298.230366
8.398564,54,298.283022
-66.524429,115,298.401544
-20.502851,74,298.469698
3.867177,12,298.480188
10.371128,86,298.557379
-20.324165,21,298.895238
