#{"t_start": 1764883055.9193907, "env_id": "Ant-v5"}
r,l,t
-43.823426,26,147.940139
-50.050974,58,147.998733
-9.062474,41,148.036726
-1.263847,15,148.051177
-0.328576,16,148.065529
-0.649684,23,148.085979
-33.864778,40,148.122728
-16.729901,87,148.201114
-26.838248,39,148.237376
-18.858375,29,148.263192
-88.758708,112,148.369728
-17.1619,18,148.386431
-171.324499,106,148.486626
-71.709162,108,148.586511
-72.800106,64,148.642967
-722.521057,1000,151.673838
-59.22944,62,151.7302
-41.542498,40,151.766633
-12.460852,80,151.839721
-22.62154,50,151.886167
-64.266855,50,151.933041
-2.824032,36,151.966575
-11.188687,42,152.004816
-7.92329,11,152.015275
-27.800412,21,152.034772
-13.202008,11,152.044587
-56.547018,24,152.067203
-21.214631,33,152.098104
-12.900739,95,152.184563
-23.099281,31,152.213015
-26.915264,43,152.252484
-27.076788,23,152.272601
-1.913823,16,152.288052
-17.589902,18,152.304346
-6.813094,14,152.317217
-154.527127,140,152.447911
-44.427232,42,152.486701
-76.905967,97,152.574648
-58.692976,56,152.62536
-3.995174,19,152.643817
-53.951401,33,152.674459
-18.986488,55,152.725034
-53.980003,70,152.788568
1.979965,16,152.803895
1.281562,16,152.818904
0.702937,14,152.832285
-25.056352,94,152.91763
-86.092693,124,153.030586
-19.139471,15,153.044098
-4.443611,22,153.065604
-25.973428,26,153.089669
-9.969365,16,153.104791
-15.861365,20,153.123124
-19.558021,20,153.141797
-32.740258,27,153.165762
-70.420182,81,153.241166
-13.085903,20,153.550922
-31.751619,36,153.586665
-70.603633,75,153.655658
-50.441316,153,153.798213
-5.311169,22,153.818548
-11.881379,10,153.828224
-20.196517,13,153.840497
-27.479286,47,153.883081
-59.365625,81,153.956066
-15.050095,34,153.986374
-3.29528,16,154.001475
-38.643127,64,154.058994
-17.884843,30,154.087049
-10.201669,12,154.097857
5.223805,30,154.126146
-761.871221,1000,155.068136
-14.219737,42,155.107229
-3.700048,13,155.118963
-0.551832,20,155.142212
-73.761734,79,155.214952
-13.050102,35,155.247223
-67.820524,62,155.302779
-36.264072,38,155.338791
-22.521779,20,155.35769
-4.778943,27,155.383224
-38.166941,36,155.417286
-7.846682,15,155.431395
-47.55619,74,155.775983
-12.05922,17,155.792303
-14.934604,30,155.820164
-43.657981,28,155.847813
-21.857154,56,155.929329
-21.299718,66,156.012321
10.987951,16,156.031467
5.448738,18,156.051666
-1.935895,16,156.069459
-9.166925,16,156.090008
-195.747017,158,156.26047
-857.484112,1000,157.345234
-12.14587,71,157.421758
-31.591239,27,157.454301
-11.477425,34,157.499052
-7.324297,21,157.521839
-14.157917,40,157.564013
-71.929253,76,157.637903
-27.552196,159,157.780399
-24.527494,23,157.801864
-35.216526,22,157.821214
-22.502304,50,157.868378
-2.61558,46,157.909991
-8.937997,17,158.206277
-15.537859,16,158.221326
-61.51335,103,158.314504
-4.197032,42,158.3584
-26.638507,24,158.379989
-81.607164,136,158.514739
-15.76104,21,158.534645
-35.487969,51,158.581479
-13.055141,47,158.624298
-28.233579,37,158.662608
0.074157,25,158.684849
-23.689498,32,158.714053
-84.575971,85,158.792746
-42.716043,68,158.856779
-17.38643,21,158.877652
10.720706,35,158.91065
-34.501167,36,158.944032
0.437359,16,158.958746
20.315052,52,159.007797
-10.781446,38,159.042379
-55.777507,41,159.079985
9.763395,21,159.098553
-13.363643,25,159.122026
-24.762377,20,159.140455
-3.492431,18,159.156917
-8.740734,19,159.174882
-2.54417,24,159.196102
-744.790543,1000,160.5612
-7.620152,24,160.583075
-15.185668,15,160.596148
-31.380554,72,160.662615
-9.917112,21,160.681779
-71.677659,114,160.78574
-17.291719,12,160.796439
-39.489783,117,160.929275
-47.159046,93,161.02218
-11.358256,17,161.039119
-18.612707,21,161.05769
-24.713721,16,161.072578
-70.772644,70,161.137551
4.79176,13,161.149141
-39.563833,47,161.191322
6.255915,13,161.203861
-6.682792,23,161.224349
-18.520582,17,161.239913
-46.785496,62,161.296947
-7.076526,64,161.358609
-4.84626,20,161.377773
-49.246169,61,161.432366
-23.891906,28,161.457777
10.02418,14,161.471406
-73.699654,53,161.520205
-12.483156,31,161.562603
2.237648,20,161.586338
-60.853612,57,161.651727
-23.392396,22,161.674056
-56.958226,79,162.722108
-14.046605,43,162.76224
-5.558981,23,162.783652
21.512503,53,162.832044
-33.874518,30,162.859131
-16.985481,18,162.876014
-12.71894,13,162.887404
-17.741839,26,162.911681
-4.480025,21,162.930988
7.715834,25,162.954531
-49.903788,50,162.99989
-13.449839,52,163.046533
-732.905811,1000,164.301236
-7.089368,16,164.315617
-8.316277,23,164.336947
-18.92902,29,164.363928
-34.767667,27,164.388116
13.758383,35,164.420208
-4.364624,53,164.467324
14.47253,58,164.51977
-26.182377,28,164.546048
-120.003835,175,164.714146
-709.504028,1000,165.712614
-13.267081,19,165.732844
-66.56415,54,165.794214
-36.905498,67,166.165669
-68.196552,106,166.272743
-7.787828,17,166.289112
-21.615847,23,166.309645
-6.767489,16,166.325319
-3.893113,28,166.35095
-30.197806,44,166.391186
-3.575576,26,166.415213
-12.807172,87,166.495143
-29.557388,14,166.50756
1.513096,17,166.522773
-43.408104,82,166.598248
-46.896373,50,166.645736
-8.966287,20,166.665553
11.01105,22,166.68577
-8.964577,16,166.708726
8.30856,15,166.726023
18.829889,22,166.750338
3.733424,31,166.785989
-9.45205,33,166.827766
-11.835746,14,166.84098
-27.395085,15,166.854967
-35.97013,46,166.89816
-32.528641,23,166.918471
13.128006,40,166.955301
-30.641441,87,167.035846
-15.913831,43,167.075268
-5.153248,17,167.0953
-15.679837,40,167.143465
-64.745252,76,167.225109
-1.071092,23,167.253089
-26.034564,46,167.297017
1.583524,19,167.315311
-47.348636,70,167.378447
-10.223614,21,167.398034
-29.722863,40,167.43485
-6.920946,28,167.460754
-8.25765,76,167.5299
-29.269133,36,167.56234
-18.819439,34,167.595113
-12.269505,44,167.637137
-29.967275,17,167.655026
-33.558348,51,167.700662
-3.951691,10,167.709532
-16.918452,54,167.758941
8.184953,26,167.782742
-26.467002,27,167.807393
-8.344752,91,167.891584
-14.780483,50,167.936201
-5.090093,12,167.948083
-34.00671,30,167.97466
-4.424684,20,167.993322
1.420404,18,168.010122
-53.400465,35,168.04222
-39.990445,117,168.431926
-12.637117,42,168.470216
-15.837522,18,168.48671
-5.448073,14,168.499205
-13.592512,47,168.542269
-35.842583,32,168.570459
-18.326401,60,168.625096
-15.711619,41,168.665666
-11.898477,14,168.679689
-44.387462,68,168.740931
-38.304201,58,168.792902
20.566296,56,168.843722
2.978029,23,168.865157
-813.197283,1000,169.812312
-13.39161,21,169.831892
-17.630437,50,169.878079
6.37675,19,169.894322
3.977498,19,169.912661
-126.44151,94,169.997951
-25.836973,71,170.061445
-72.475144,116,170.169719
-11.690055,19,170.186562
-26.818148,31,170.215418
-19.559477,12,170.225755
-0.189108,19,170.243295
18.564385,34,170.556906
-28.977146,118,170.664136
-27.658139,28,170.691229
-16.043495,27,170.718777
-15.672197,19,170.736444
-28.719402,52,170.784331
-72.378183,50,170.829326
-30.627834,36,170.862452
-221.757663,244,171.090056
-2.105248,23,171.111628
-13.386599,24,171.132285
-23.615925,15,171.146851
-38.885137,69,171.208451
-30.874239,28,171.233515
-93.164181,101,171.32821
-25.16708,23,171.348844
3.690329,26,171.373576
-60.578144,73,171.440125
-729.561865,985,172.360563
16.849555,36,172.393272
-38.440768,37,172.428333
-18.290697,27,172.772156
-12.793358,14,172.785282
-13.875516,36,172.820284
-90.584468,72,172.926334
-73.449549,58,173.005
-8.082626,39,173.050776
-13.943729,45,173.105857
-679.579147,1000,174.450427
-26.446315,23,174.471545
6.0821,39,174.507368
22.039159,21,174.526612
9.374255,46,174.568275
-9.618349,13,174.579813
-30.279249,32,174.61152
-1.215415,15,174.627013
-44.021527,34,174.667185
-86.869984,114,174.805395
-17.98267,16,174.824101
-722.56548,1000,176.330584
-23.16956,64,176.396868
7.312988,20,176.416725
-29.025948,27,176.443765
-23.169418,59,176.505933
-23.430645,17,176.521555
1.188163,79,176.594412
-3.472947,16,176.609557
-1.062789,14,176.622903
-47.31859,29,176.649526
-34.113873,78,176.719908
-19.011258,14,176.733039
-15.59589,22,176.753284
-102.113553,120,176.866138
-20.428707,43,176.907052
-18.394001,43,176.946766
-5.489309,42,176.984632
-10.530473,13,176.997124
2.416338,25,177.01955
-33.809786,46,177.061904
-69.040303,50,177.107674
-2.178813,18,177.127093
-13.820284,19,177.148537
-32.59586,35,177.187096
-23.620637,27,177.216169
-35.890463,50,177.26438
-20.581576,22,177.284838
-40.814613,73,177.356004
4.610364,14,177.369601
-35.287772,18,177.388968
-702.256016,1000,178.682411
-8.124983,13,178.693846
-5.367111,30,178.721663
-796.74109,1000,179.696466
-31.699202,31,179.725867
-429.574794,507,180.540736
-26.044241,38,180.575666
-40.71857,23,180.596068
-603.34645,1000,181.564448
-2.026621,23,181.590455
-11.753237,51,181.637922
-2.788296,13,181.65053
-19.570194,59,181.711448
-7.156414,14,181.723957
-41.654042,94,181.809352
-14.189511,24,181.831277
-30.432686,30,181.8586
11.698613,40,181.896166
-18.064458,33,181.931961
-2.257352,24,181.956503
-13.961628,17,181.971692
-3.638998,12,181.983522
-40.59084,132,182.111962
-7.97242,17,182.130225
-31.189699,54,182.181521
-21.972863,12,182.192151
-16.176013,22,182.213456
-7.619361,95,182.301518
-117.678194,139,182.726207
-99.909054,128,182.842795
-45.168408,99,182.933697
-20.582112,21,182.953792
-757.159992,1000,183.89403
-3.389523,43,183.93556
-81.224166,176,184.100315
-41.403413,52,184.146439
-523.173607,1000,185.361017
12.927985,27,185.386657
8.054839,29,185.414269
-3.54812,28,185.439883
-20.829016,11,185.449817
-656.543332,1000,186.617461
-11.020354,13,186.629176
-37.947907,60,186.684463
-6.332888,14,186.697087
-0.889528,13,186.709109
-24.973728,73,186.776579
-5.065886,42,186.815276
-13.739474,98,186.903509
-17.476986,11,186.913892
-6.67833,15,186.927047
-35.182098,42,186.966125
4.109808,48,187.287735
2.978564,43,187.327137
-0.779484,19,187.34498
-7.675869,18,187.362079
-38.015011,45,187.402987
1.914877,34,187.434009
-18.503362,23,187.455227
-29.625267,45,187.496794
-11.840941,15,187.510463
-10.386914,16,187.52426
-34.09585,57,187.576106
-1.770534,34,187.60675
9.593302,78,187.678074
-37.517801,156,187.819387
-13.865264,19,187.837781
-51.377142,88,187.919247
-25.537463,43,187.958583
-49.045641,108,188.058577
-23.659771,34,188.08979
-18.657535,83,188.164509
-9.185367,13,188.17705
4.833038,15,188.19055
-8.004856,14,188.203683
-688.100828,1000,189.13938
-41.981921,117,189.52024
-15.403868,17,189.536551
-60.062171,79,189.607961
-26.808927,91,189.691069
-643.090142,1000,190.645767
-7.065925,15,190.65925
-9.369529,20,190.676845
-35.205656,67,190.738591
-5.125751,17,190.75437
-4.78218,33,190.784794
-12.038469,31,190.813011
-19.116077,31,190.840755
3.05089,31,190.86891
-35.834822,25,190.89197
-6.098919,28,190.917969
-34.619852,21,190.936693
-31.87606,46,190.978443
-18.005869,44,191.018901
-22.097521,45,191.063049
-0.757859,43,191.102947
-37.021098,32,191.132913
-676.056018,1000,192.343058
-41.665202,62,192.401479
-131.407816,96,192.49025
-10.161629,34,192.521436
-15.719992,23,192.542094
-17.825299,142,192.671625
-47.318377,65,192.731816
-679.79453,1000,193.964421
-5.462002,20,193.983146
-14.554126,11,193.993307
-25.171355,42,194.030984
15.380836,49,194.075559
-12.031009,28,194.104491
-22.228361,51,194.159226
-8.999257,11,194.169273
-24.01829,36,194.202296
0.184892,13,194.214135
-9.786451,15,194.228456
-2.9094,15,194.242007
-7.643172,17,194.257604
17.899444,34,194.293735
-33.202355,68,194.356441
-21.683141,45,194.397736
-27.097358,15,194.411612
-31.398112,96,194.499094
-35.05085,60,194.553373
7.269299,34,194.585285
-6.89697,37,194.619595
-35.276399,50,194.665452
0.776982,15,194.680944
-0.962194,71,194.763352
-4.507248,20,194.781724
-2.411368,71,194.846542
-62.903585,89,194.928191
1.356433,16,194.942534
-40.221387,53,194.990866
-11.291481,16,195.006123
-17.824,18,195.022367
3.570526,32,195.051493
-2.754114,14,195.063858
-11.415928,15,195.077321
-14.855521,15,195.091699
-18.435053,15,195.105348
-3.080627,16,195.120158
-3.309567,12,195.133823
-18.21319,24,195.156433
-27.881134,40,195.193785
10.388796,30,195.229095
-7.120787,66,195.288787
-9.110991,23,195.310079
-23.99441,32,195.339211
-73.068616,103,195.438461
-17.436531,40,195.475011
9.64728,33,195.503915
-24.121885,45,195.554278
-25.87954,134,195.678092
5.818601,21,195.697649
-35.671012,122,196.102745
-21.207001,69,196.167972
-4.154551,35,196.200202
-26.378743,16,196.215159
-10.834423,21,196.234934
-7.43716,67,196.303655
14.53005,26,196.328026
-6.811834,11,196.337617
-9.300716,55,196.387873
-0.555047,16,196.402254
-11.305358,15,196.416836
-5.224942,23,196.437609
-24.67342,35,196.469642
-52.768573,124,196.706941
-0.46387,76,196.78246
0.861829,21,196.802603
-8.539476,18,196.818864
8.939437,60,196.872975
-0.83244,14,196.887156
-29.400018,28,196.917948
-4.93596,14,196.930463
-13.755198,35,196.962393
-632.444178,1000,197.903489
-10.246322,20,197.921585
-14.663974,27,197.947127
-5.010201,13,197.959148
-19.258735,36,197.992042
-36.875839,60,198.052488
8.719456,14,198.06487
-8.982952,26,198.088945
-4.947019,17,198.104477
-23.241726,33,198.437832
2.955209,23,198.45897
-31.126147,46,198.499809
-15.648633,16,198.516536
-13.712006,16,198.537561
-6.055488,33,198.568602
-93.394069,127,198.685144
-5.867375,13,198.696445
-6.80666,18,198.712999
10.880076,17,198.728081
-93.225982,80,198.801901
-60.70061,54,198.85116
-13.043658,30,198.877816
-39.109495,43,198.915894
-22.405754,26,198.940393
-54.252276,58,198.992803
-10.228337,25,199.018837
-21.957402,42,199.060186
-17.866736,59,199.118895
-0.052326,21,199.146799
-4.083,13,199.163661
-12.890048,33,199.205801
-18.871918,19,199.230377
3.377381,17,199.251185
-20.559558,20,199.279335
-10.956932,20,199.308286
-50.555194,76,199.398948
-2.332939,15,199.417711
10.989424,35,199.461017
0.87751,21,199.48573
-18.764067,49,199.54055
-18.505513,49,199.593606
1.394402,19,199.618407
-10.196287,69,199.699175
2.435709,16,199.717195
-12.155365,13,199.734004
12.554384,28,199.765834
-40.548307,55,199.830113
-7.519598,16,199.849817
-10.8365,12,199.864856
-20.193575,49,199.922093
-56.067253,53,199.98387
18.065501,52,200.047847
-1.141363,24,200.073265
-8.290606,88,200.17975
-44.23141,62,200.249677
-12.378218,17,200.265377
-4.742738,35,200.299169
-728.232075,1000,201.523316
-25.183221,21,201.542576
-62.803364,73,201.608622
-34.433642,33,201.638494
-7.735069,15,201.652473
-17.56223,32,201.680693
-121.68165,151,201.818152
-33.237028,79,201.891425
-38.556909,122,202.01429
-55.549371,59,202.068639
-21.787315,26,202.092957
-28.27968,37,202.12683
-12.943131,20,202.145523
17.241802,25,202.177778
-13.813661,14,202.19138
-28.352118,73,202.258371
-29.26743,67,202.334924
-26.625611,16,202.349715
-14.35099,14,202.36281
-27.484929,34,202.394001
-5.187201,12,202.404587
9.986134,28,202.430454
-20.221169,52,202.48545
-13.587276,15,202.499147
-1.561541,53,202.547774
-19.397909,40,202.583034
-118.461879,135,202.704197
-10.037963,14,202.717396
-62.233605,54,202.766422
-9.074172,44,202.80748
-26.285598,20,203.117177
-18.960536,29,203.142559
-8.188921,19,203.16398
-32.034491,45,203.208915
5.132555,23,203.229959
-9.80942,13,203.241783
-4.971297,13,203.253248
37.356659,69,203.319974
-18.41483,86,203.40017
-305.91373,364,203.766731
-15.249779,17,203.782214
-25.227408,23,203.803967
-3.231847,16,203.818675
-28.317201,110,203.919186
-599.887718,1000,204.871612
3.565332,25,204.895297
-2.682661,21,204.914304
-30.044425,53,204.962362
2.108793,28,204.988235
-127.095749,103,205.367894
1.219443,52,205.415633
11.092708,17,205.431005
-2.004417,53,205.479752
-5.100942,22,205.500013
0.136384,29,205.525956
18.853958,33,205.555713
-32.029844,64,205.613066
34.357454,54,205.662861
-21.310483,18,205.679146
8.664215,21,205.697452
-615.445423,1000,206.640505
-5.855344,22,206.672232
-59.805771,99,206.77455
-64.346268,97,206.879558
-13.895845,19,206.901526
-7.911803,19,206.921093
-37.61151,50,206.967244
-30.956181,92,207.056995
-1.042986,104,207.165743
-13.617775,10,207.17846
9.333497,56,207.243641
-54.334456,58,207.298263
-576.727487,1000,208.780986
-44.014322,71,208.847188
-1.926589,28,208.873337
-3.418663,41,208.911233
-30.121681,71,208.994067
-154.897429,216,209.204116
-112.175654,92,209.293571
-11.17732,47,209.343283
-39.358274,78,209.417809
-46.040845,42,209.455536
-12.336501,14,209.4717
-13.053893,9,209.481922
-36.269661,70,209.548507
-5.765783,50,209.594298
-9.89861,24,209.616086
-1.954984,16,209.630651
-6.876104,12,209.64274
-2.451375,18,209.665232
-83.331353,114,209.772657
-660.74225,1000,211.199671
-9.157552,15,211.21401
-25.323148,75,211.281418
-42.416104,57,211.344675
-637.76859,1000,212.616434
-102.44593,111,212.723625
-4.620928,26,212.748559
-22.46869,27,212.772469
-610.400582,1000,213.759385
43.499181,43,213.805993
-6.508811,19,213.824168
-19.302675,75,213.898971
-20.019829,31,213.926963
-35.77782,33,213.958279
-37.996445,83,214.05215
-76.641591,206,214.257962
-15.624536,44,214.301136
-24.996729,33,214.332653
-29.306773,17,214.348399
-10.846176,16,214.363688
8.236611,51,214.420607
1.834331,14,214.433532
16.676858,32,214.464087
1.680458,20,214.484243
-5.757935,20,214.503558
-99.50903,58,214.565668
-0.982687,12,214.576606
-13.674551,46,214.619382
-10.260522,20,214.989849
-4.556827,11,214.999702
22.883718,39,215.034104
33.398356,136,215.168008
-5.565294,38,215.209496
9.429258,23,215.230799
4.622635,61,215.286609
8.40569,34,215.318034
-11.844663,14,215.33048
-456.903252,826,216.185377
6.196928,20,216.204313
-37.255264,44,216.244105
-51.117253,50,216.290249
-8.214586,31,216.323089
31.020997,58,216.386425
0.54707,13,216.398603
-7.026318,15,216.413049
-44.470777,41,216.450359
-6.323784,39,216.48675
-9.404684,11,216.498022
-14.323239,17,216.519158
-23.83355,33,216.554555
-91.313444,97,216.649032
3.501926,43,216.688008
-4.213613,46,216.729924
-617.820932,1000,218.030008
-3.258675,28,218.056121
-4.320381,22,218.075363
1.414915,16,218.090734
-18.361783,17,218.10615
-1.652469,19,218.124139
-20.883162,22,218.144282
-26.286306,32,218.181418
-31.264575,72,218.25367
-2.311582,24,218.275322
20.643383,60,218.34314
-42.80825,123,218.466684
-40.562173,77,218.538652
-53.781712,108,218.661672
-1.309878,14,218.67814
-28.932032,53,218.729192
0.481804,27,218.753826
0.979373,80,218.836202
-132.112437,86,218.92156
15.410689,84,218.999278
-28.396265,54,219.048793
0.908831,38,219.082772
-14.947316,20,219.101541
2.997741,48,219.145312
-10.022237,13,219.156996
-20.694048,29,219.182702
-74.746835,118,219.290724
-43.294346,49,219.338414
-6.741559,89,219.799241
-41.735367,112,219.90184
-14.732362,58,219.956052
-9.339779,15,219.969321
-17.460685,14,219.981293
1.44522,17,219.998212
-1.43883,11,220.008335
-12.823853,38,220.04914
-10.6294,43,220.091233
-626.375167,1000,221.125934
-29.634192,104,221.249196
-27.789228,44,221.301158
-8.044919,93,221.413947
-8.706516,16,221.428646
-53.885746,58,221.481527
-589.48364,1000,222.817949
40.232859,50,222.86413
-48.125373,45,222.905983
-5.157386,17,222.921477
-99.099472,126,223.067955
8.64418,23,223.090599
-34.072915,43,223.130013
-95.373007,90,223.213219
-21.460912,15,223.226901
-126.332348,83,223.32178
11.291617,38,223.360717
-21.682384,43,223.402843
-12.166304,39,223.439035
11.977438,31,223.468366
-20.289074,15,223.482519
-1.665303,17,223.498074
-14.516018,12,223.509315
7.215379,27,223.532299
-6.892259,12,223.543798
-7.747262,38,223.57824
6.549991,23,223.599149
-2.005679,27,223.626576
10.642652,22,223.646508
-30.352604,35,223.678351
-17.655281,14,223.690405
15.620349,98,223.781474
6.087988,11,223.791939
-574.879968,1000,225.06381
5.642538,15,225.078238
-29.869494,23,225.099042
-21.710624,35,225.135098
8.935091,41,225.174762
-6.665136,21,225.193421
-5.968605,22,225.213703
-0.500492,29,225.239317
-3.031591,11,225.249886
16.350675,29,225.276214
33.851746,55,225.326339
-17.905649,16,225.342089
-47.826403,78,225.413756
-11.649193,18,225.431183
4.00403,27,225.455229
0.399597,51,225.502147
-3.493529,14,225.515153
-15.956847,21,225.533131
-20.84592,30,225.56142
-560.683735,1000,226.814346
-27.408093,44,226.855002
-26.537809,42,226.897126
10.849869,98,226.987737
-11.04981,13,227.000131
-16.192395,23,227.020742
7.123239,37,227.053888
-7.456311,16,227.068078
-52.641476,48,227.111678
39.992635,57,227.162698
-16.593359,25,227.186033
-10.971587,38,227.220469
-9.800835,26,227.244448
-21.25491,18,227.261472
-14.731184,11,227.271239
-59.22376,60,227.344873
-12.457934,32,227.376292
-9.47653,66,227.444535
-59.671356,73,227.511505
-39.375956,107,227.618904
-22.537807,25,227.645383
38.685267,28,227.672102
-27.12939,30,227.702677
-39.21744,76,227.773338
-9.131834,36,227.806689
0.206247,28,227.831146
-11.421586,19,227.848715
-20.228305,71,227.914528
-10.844821,46,227.956628
-29.743964,82,228.032607
-22.918089,62,228.089194
-91.465084,63,228.155764
-29.698866,54,228.21777
-8.282415,32,228.249866
28.569204,24,228.271523
-39.846545,41,228.312428
-25.102409,36,228.354868
-2.668249,30,228.388041
-4.831614,26,228.420056
-619.523602,1000,229.712598
-36.838113,41,229.752659
-13.703279,27,229.7783
6.152902,46,229.820373
-545.580178,1000,230.775207
-7.853446,17,230.791157
-15.217892,17,230.974157
-2.374743,51,231.020193
2.639133,11,231.029601
-53.55236,140,231.161442
-0.68515,12,231.467975
-5.364226,14,231.48149
16.199583,23,231.511376
48.860076,63,231.57281
-8.968887,18,231.588551
-7.511215,22,231.609195
-39.146943,37,231.647784
-27.453558,21,231.668419
-543.872721,1000,232.691157
4.839716,17,232.707925
-10.147064,19,232.725877
-9.172522,49,232.779021
-24.642709,32,232.813169
-1.226736,34,232.846652
21.519454,30,232.877442
5.930855,36,232.912572
-6.917417,22,232.934318
-9.6367,15,232.949332
-19.149601,15,232.965506
10.11814,25,232.991241
-15.176784,14,233.005188
-1.909865,32,233.037676
-35.682944,48,233.085882
-51.69675,53,233.14247
-67.072854,92,233.243772
6.616026,42,233.284294
-41.072491,50,233.336179
-43.501257,27,233.365081
-49.472578,75,233.442466
-24.151415,23,233.463743
-41.131686,121,234.201383
10.734335,29,234.228514
-11.752023,25,234.25174
2.271486,46,234.294755
12.266892,40,234.330157
-33.545217,34,234.361416
-2.248491,13,234.373154
9.017757,131,234.49995
-14.711831,43,234.541087
-14.895514,21,234.560918
-9.73888,25,234.583189
-24.871408,41,234.620998
-10.699517,35,234.653033
-19.239568,16,234.667858
-0.490774,38,234.713065
2.87468,27,234.738489
-37.00346,67,234.803511
12.077908,76,234.877774
5.527658,34,234.90975
-9.639833,39,234.946109
-25.81356,28,234.970953
-41.37058,36,235.003748
-9.994363,11,235.018522
-7.076681,25,235.046529
11.242025,20,235.065139
-10.29779,12,235.076554
-2.810871,27,235.101074
-6.593764,18,235.122797
-7.012468,28,235.150067
-2.512501,28,235.175867
-11.343797,23,235.197069
-16.225036,25,235.227774
2.608722,35,235.262587
-28.807385,32,235.292655
-6.632586,27,235.317778
-21.963693,44,235.357743
-11.136847,32,235.386831
16.304271,23,235.409428
-7.940573,9,235.421804
0.581563,13,235.435266
-42.8756,40,235.481718
-9.244645,10,235.491836
-7.582244,31,235.519161
-23.88748,58,235.571964
-6.501991,17,235.587865
-13.014593,22,235.607888
-5.920583,9,235.617059
-48.560092,101,235.707573
-2.097704,23,235.729634
-6.590987,12,235.741186
-8.047079,38,235.775492
-17.088359,44,235.818038
8.617796,16,235.832768
2.343181,25,235.855131
-7.586046,13,235.866151
-3.003392,12,235.878052
-31.419483,32,235.915353
-8.05428,13,235.928815
-84.428289,98,236.017987
-53.908451,125,236.134231
-23.201413,40,236.472537
-3.172736,14,236.484877
-531.590626,1000,237.436539
-5.835167,41,237.474294
-38.701971,62,237.530452
-0.007281,41,237.567805
-12.351644,37,237.60213
8.362156,52,237.648601
-9.336088,42,237.68726
-142.23747,184,237.87206
-4.28469,11,237.88491
-219.088659,489,238.377606
-51.317632,244,238.899052
-10.439687,12,238.913588
-32.855934,46,238.959324
-18.200578,25,238.981772
-35.773117,41,239.019769
-11.7385,15,239.034421
-20.782661,15,239.048073
-18.29776,27,239.073354
-6.716692,19,239.091415
-27.955298,31,239.119709
12.382854,22,239.139856
-5.818821,68,239.201185
-28.007152,41,239.237797
-88.477347,117,239.345775
0.136871,19,239.362997
-58.467843,90,239.450384
10.43439,24,239.472661
-17.966589,29,239.501766
-52.600866,43,239.540678
-11.331695,72,239.616651
-59.042341,116,239.721982
11.947881,106,239.815907
-32.137117,36,239.850766
-3.511817,45,239.89301
-51.32695,106,239.989934
-20.027684,15,240.003033
-11.294245,14,240.016209
-1.679097,42,240.054121
-4.354286,25,240.077255
-9.098785,16,240.091562
-0.58256,35,240.123132
-30.373954,27,240.151175
-11.799681,28,240.183372
-19.437935,28,240.215297
-67.696044,98,240.304887
0.061736,27,240.330284
-28.384215,87,240.410934
-13.929578,19,240.427893
-14.286732,22,240.448838
21.427647,51,240.494066
-7.520446,68,240.555764
18.634406,32,240.587381
1.327745,34,240.620251
-6.082923,17,240.925485
-40.531456,44,240.965601
-576.04933,1000,241.919074
-1.357665,18,241.936389
-30.578192,52,241.983593
-20.674978,15,242.000624
-38.150094,62,242.063859
-13.868951,33,242.093897
-8.969513,35,242.126983
8.719888,25,242.156262
5.647289,14,242.16849
9.595863,40,242.206609
-65.028517,64,242.274377
-66.706689,76,242.346055
-16.898467,35,242.38582
-16.564729,54,242.436002
-9.332652,12,242.447782
-7.7171,20,242.61736
4.614959,76,242.68618
-14.092418,25,242.709505
-4.406265,63,242.767101
-7.86882,47,242.819166
-467.544321,1000,244.13323
1.117744,127,244.276005
-30.969872,103,244.384561
-17.802901,63,244.443872
-4.579656,15,244.46366
-4.886634,47,244.515028
-5.17967,13,244.533841
-7.030019,19,244.557738
-30.466888,21,244.578326
0.001785,14,244.591285
-480.836698,1000,245.935064
3.756683,31,245.971108
-15.192119,20,245.995911
-17.169226,14,246.008379
4.155582,33,246.046885
-135.655096,396,246.443445
8.114202,20,246.463899
-23.977449,98,246.553004
-4.417813,22,246.572551
-30.611322,106,246.66844
-9.60652,49,246.712936
-503.632968,1000,247.691415
-3.236139,49,247.743348
-41.145461,72,247.812082
-29.207475,86,248.216583
-9.306817,15,248.231123
-10.871468,24,248.253515
64.677255,89,248.342511
-9.899772,19,248.360144
-406.342705,723,249.08734
-29.94846,61,249.14322
-11.639649,26,249.167323
13.516602,62,249.231695
-13.38108,21,249.252012
-58.219371,89,249.333721
10.553006,23,249.355812
6.985417,45,249.396975
4.08052,80,249.470469
-1.835391,15,249.48509
9.850447,14,249.499889
4.140013,14,249.520586
-8.314763,18,249.54009
-35.792719,79,249.623984
-8.082498,15,249.642326
-9.966099,10,249.65624
-2.803068,13,249.671599
-2.834865,48,249.730685
-17.317913,29,249.765288
-8.183292,121,249.895903
-5.804866,33,249.934105
-11.123772,13,249.946568
-4.378387,36,249.980578
-529.108585,1000,251.292402
-18.603651,45,251.338405
-2.811955,10,251.347247
28.58016,61,251.402891
-420.951152,1000,252.378438
-39.36581,37,252.419625
-37.306851,76,252.509925
-10.382748,21,252.529333
6.416359,30,252.890834
2.334328,12,252.902558
23.467517,42,252.940125
-18.910354,19,252.957267
-16.64534,12,252.967559
-13.400715,12,252.979326
7.253997,27,253.004276
-1.551757,18,253.021259
