#{"t_start": 1764885283.7526534, "env_id": "Ant-v5"}
r,l,t
-38.048229,20,1110.187318
-30.330818,14,1110.210266
-11.583364,10,1110.226088
-18.14873,21,1110.262756
-14.334704,12,1110.280155
-22.042661,15,1110.304265
-19.410801,10,1110.320406
-37.078403,15,1110.344337
-55.875218,22,1110.381349
-7.172389,15,1110.405684
-19.954016,12,1110.423709
-16.058536,19,1110.456087
-30.740599,16,1110.480373
-56.869101,40,1110.547329
-33.777381,21,1110.581099
-35.397999,12,1110.602242
-34.947318,16,1110.627548
-17.380119,10,1110.64424
-74.075167,35,1110.700143
-141.018048,42,1110.763319
-22.650315,9,1110.777765
-44.763973,16,1110.801723
-9.524781,15,1110.824822
-19.445369,11,1110.843802
-57.5345,41,1110.90578
-36.208903,14,1110.928417
-14.360671,23,1110.961869
-64.080079,44,1111.029128
-80.201666,25,1111.067271
-37.399358,11,1111.083607
-76.616722,31,1111.132388
-17.14971,10,1111.148441
-101.446183,35,1111.204189
-24.927934,17,1111.233704
-58.117445,27,1111.274462
-19.848635,9,1111.288908
-73.963292,41,1111.358234
-134.153037,67,1111.462006
-22.799333,15,1111.485345
-25.16989,32,1111.53414
-141.927562,63,1111.631028
-39.601263,22,1111.663326
-25.324873,13,1111.684608
-47.304447,30,1111.730085
-18.018935,14,1111.749111
-36.739292,31,1111.798054
-23.544223,37,1111.855179
-74.218346,47,1111.927611
-30.399299,16,1111.95425
-31.406151,26,1111.993015
-30.572651,15,1112.015831
-24.848685,13,1112.03398
-187.755635,84,1112.169313
-65.785526,43,1112.235615
-37.550259,18,1112.261198
-1888.589531,1000,1113.836859
-32.457995,24,1113.874697
-57.023556,44,1113.949547
-29.061069,16,1113.973436
-20.661141,13,1113.994408
-47.016487,24,1114.031478
-32.372287,24,1114.065839
-20.71474,13,1114.087119
-28.112638,14,1114.109113
-631.958137,341,1115.637101
-74.823693,39,1115.700333
-84.926265,44,1115.771007
-56.815914,20,1115.802904
-44.555119,26,1115.843532
-36.221995,24,1115.880763
-80.404854,30,1115.926924
-134.735387,66,1116.030624
-120.508135,83,1116.154884
-155.202672,54,1116.242281
-44.447784,20,1116.274632
-25.230828,14,1116.296602
-34.276454,13,1116.317679
-90.523625,50,1116.394215
-27.342329,11,1116.411353
-63.694245,31,1116.460275
-52.428506,27,1116.502191
-32.694324,14,1116.525306
-49.117773,22,1116.562093
-65.02409,38,1116.620313
-1999.906096,1000,1118.216795
-1910.187678,1000,1119.783597
-42.937696,20,1119.815659
-27.645664,21,1119.849212
-43.178903,29,1119.896208
-1832.274671,1000,1121.481188
-1703.942033,1000,1123.059651
-37.423812,27,1123.104976
-1823.554796,1000,1124.69117
-62.216258,26,1124.730827
-94.376626,60,1124.823183
-197.113598,107,1124.993549
-52.12966,28,1125.038056
-49.965704,27,1125.078062
-163.125166,103,1125.23595
-35.160005,14,1125.258134
-35.46524,14,1125.277322
-85.856164,49,1125.352779
-84.737768,52,1125.434031
-1619.280045,1000,1127.026219
-11.483066,38,1127.092923
-192.58617,146,1127.321652
-146.325924,137,1127.533942
-184.777508,99,1127.685465
-1421.344022,1000,1129.253946
-19.877878,22,1129.286782
-63.128144,39,1129.347326
-36.265125,26,1129.386544
-15.396348,9,1129.400843
-231.58211,135,1129.607504
-60.679284,68,1129.717737
-17.209614,11,1129.737202
-101.237291,70,1129.845315
-35.697726,22,1129.880186
-81.111909,54,1129.967561
-103.786109,59,1130.062891
-56.361269,35,1130.116874
-57.56567,36,1130.171359
-273.061239,228,1130.532331
-89.398862,86,1130.666443
-64.525313,47,1130.737223
-27.808379,21,1130.768877
-27.554107,25,1130.807229
-155.243601,85,1130.937131
-101.074931,60,1131.032723
-21.629101,13,1131.054973
-33.665848,23,1131.090296
-98.219022,55,1131.175397
-92.035512,72,1131.46994
-19.462355,8,1131.480607
-36.084442,26,1131.523877
-83.466904,53,1131.60337
-146.246105,94,1131.748259
-68.961153,28,1131.794822
-68.782041,40,1131.856483
-117.994788,53,1131.935616
-59.584516,33,1131.987202
-1422.264842,1000,1133.580676
-34.883818,26,1133.622075
-51.304997,34,1133.677989
-60.729773,56,1133.767683
-100.513465,60,1133.868376
-36.219921,45,1133.937595
-85.757544,58,1134.027745
-31.088113,20,1134.058369
-50.42516,34,1134.108292
-96.483606,52,1134.190481
-40.542359,30,1134.238423
-46.932354,21,1134.271593
-41.444224,21,1134.304931
-29.460315,21,1134.338551
-29.228421,17,1134.367831
-101.8601,78,1134.491231
-77.441507,54,1134.581181
-30.572713,19,1134.61339
-88.42481,68,1134.718806
-56.751542,69,1134.822073
-106.325972,78,1134.944209
-53.734238,30,1134.990207
-96.519789,50,1135.066607
-151.651168,97,1135.219105
-61.957619,29,1135.265963
-37.574746,24,1135.304791
-75.493331,31,1135.357811
-19.078227,7,1135.37261
-49.165678,37,1135.431177
-64.488071,31,1135.481086
-30.116392,18,1135.511575
-1407.538579,1000,1137.082416
-51.386159,48,1137.154431
-62.241644,36,1137.21192
-1403.427174,1000,1138.783562
-87.066251,46,1138.853986
-54.161565,23,1138.887749
-33.372071,18,1138.918062
-51.03345,35,1138.974498
-101.02589,59,1139.066326
-1586.153618,1000,1140.663765
-153.140596,92,1140.80652
-59.111197,25,1140.846033
-17.634451,12,1140.865926
-21.966568,10,1140.884664
-138.83836,67,1140.990395
-124.262752,53,1141.07553
-17.320687,17,1141.101751
-14.482032,29,1141.146888
-28.169268,18,1141.173171
-184.590912,109,1141.345425
-17.212902,34,1141.400764
-27.176598,12,1141.418918
-291.606745,177,1141.708097
-47.642433,39,1141.76863
-75.881657,32,1141.816724
-1731.351748,1000,1143.408639
-25.002086,11,1143.425106
-29.854308,27,1143.468256
-91.524133,53,1143.547822
-14.563753,15,1143.572172
-23.859317,11,1143.589318
-17.913836,12,1143.62378
-99.560864,33,1143.673222
-39.174643,31,1143.722871
-57.132342,29,1143.76456
-67.65022,30,1143.81053
-26.09508,22,1143.84678
-29.024503,13,1143.864912
-87.452365,48,1143.939287
-85.174119,47,1144.009489
-46.654773,40,1144.074265
-43.109952,27,1144.119226
-25.516504,17,1144.144109
-94.762011,41,1144.210097
-28.869777,15,1144.233411
-32.872389,19,1144.263058
-39.174772,18,1144.291676
-51.139566,30,1144.337592
-31.766223,19,1144.367122
-85.800277,33,1144.415788
-34.561277,27,1144.458562
-20.357768,12,1144.475805
-31.926105,22,1144.508035
-65.641039,45,1144.576765
-42.114692,24,1144.614283
-28.822529,31,1144.661801
-39.008603,22,1144.697311
-23.663757,12,1144.714675
-24.824134,18,1144.743362
-42.778267,36,1144.797952
-32.707901,14,1144.820105
-17.883901,11,1144.840741
-7.146152,22,1144.876776
-16.785329,20,1144.907522
-54.090213,37,1144.966018
-55.095438,42,1145.028557
-1631.392247,1000,1146.602569
-106.97638,98,1146.754436
-167.243277,126,1146.946588
-56.373824,31,1146.993268
-198.061109,87,1147.127218
-33.925463,24,1147.161432
-22.829904,11,1147.309688
-133.44127,98,1147.459363
-18.507963,10,1147.474512
-30.079703,26,1147.513127
-10.598973,30,1147.558533
-10.743487,19,1147.587982
-27.449541,21,1147.619369
-82.13378,54,1147.701552
-84.731069,39,1147.761289
-14.508856,12,1147.778395
-62.752332,61,1147.873239
-92.903535,50,1147.950752
-152.343916,76,1148.070874
-23.952708,16,1148.100173
-157.608874,61,1148.195092
-50.146698,46,1148.265395
-272.860139,136,1148.481767
-16.727906,10,1148.496684
-40.585856,18,1148.523084
-23.761931,25,1148.561519
-26.202511,12,1148.581504
-29.890747,17,1148.606528
-22.456499,27,1148.646523
-12.963155,9,1148.660709
-35.403443,25,1148.698507
-135.759416,56,1148.784774
-60.13637,31,1148.836603
-83.519111,70,1148.951092
-20.940486,11,1148.967089
-10.870883,9,1148.981221
-30.506842,15,1149.003879
-26.724835,15,1149.026606
-120.682619,70,1149.132301
-89.933371,57,1149.217298
-46.358196,29,1149.261851
-21.75369,16,1149.285412
-23.806636,9,1149.299523
-65.53268,43,1149.362495
-61.406271,41,1149.426497
-49.391835,61,1149.520803
-172.519416,84,1149.659442
-31.279514,31,1149.706163
-32.970619,22,1149.738079
-31.458605,17,1149.765402
-13.827597,10,1149.780687
-65.619498,54,1149.860009
-24.729243,26,1149.903497
-53.420572,29,1149.94682
-31.137817,17,1149.974085
-96.811006,40,1150.033869
-38.552193,47,1150.103176
-41.849672,19,1150.132411
-26.253754,19,1150.162481
-28.044986,24,1150.201432
-77.023434,68,1150.307301
-23.814691,15,1150.330018
-91.788292,42,1150.394758
-22.013468,12,1150.417053
-25.296672,17,1150.443601
-71.227011,51,1150.522215
-49.022954,35,1150.574835
-22.725594,16,1150.598494
-64.981957,19,1150.628046
-1379.066194,1000,1152.206666
-12.018976,21,1152.238076
-23.224069,14,1152.259705
-36.862059,17,1152.284163
-17.830465,9,1152.298219
-43.912666,24,1152.334757
-29.838474,12,1152.351639
-1574.115289,1000,1153.908214
-114.771927,40,1153.96879
-7.456529,10,1153.983896
-24.068947,19,1154.01355
-24.516339,12,1154.030466
-23.957855,13,1154.051385
-12.216918,13,1154.069494
-65.306165,23,1154.105332
-17.501395,12,1154.122475
-10.60606,13,1154.143356
-10.510962,16,1154.166998
-19.772323,14,1154.188735
-28.136392,15,1154.211788
-20.902419,12,1154.229394
-33.020005,13,1154.251076
-57.543923,17,1154.280495
-31.219142,22,1154.321458
-48.559794,15,1154.346397
-21.864721,14,1154.368385
-38.097183,15,1154.391385
-31.90116,23,1154.424535
-17.810309,14,1154.446462
-47.279095,25,1154.484257
-38.926146,21,1154.51572
-11.434789,10,1154.530827
-19.877048,12,1154.551121
-29.786446,13,1154.5693
-27.534311,12,1154.589473
-24.394338,13,1154.608072
-38.301745,21,1154.64002
-45.458443,25,1154.678971
-92.036547,44,1154.746209
-33.025918,28,1154.790368
-9.261,13,1154.808619
-28.836669,28,1154.853238
-101.263533,32,1154.900717
-42.345727,20,1154.931273
-73.448595,27,1154.974003
-44.808512,19,1155.003539
-67.72853,23,1155.036942
-51.066903,22,1155.072083
-60.250208,23,1155.112865
-39.243452,17,1155.140678
-28.863986,14,1155.159778
-47.970294,37,1155.218207
-37.947404,15,1155.24117
-47.940632,15,1155.26399
-40.495007,22,1155.296221
-32.594628,18,1155.324753
-18.859687,20,1155.355098
-22.586686,20,1155.385304
-34.640837,24,1155.422301
-36.465349,17,1155.446988
-29.602776,16,1155.470943
-45.431478,21,1155.502068
-13.584094,9,1155.516307
-20.222556,12,1155.536375
-43.208048,19,1155.562704
-26.383261,21,1155.596807
-19.65525,12,1155.61382
-8.916299,10,1155.629385
-80.655028,35,1155.682771
-15.624341,14,1155.704612
-51.854837,30,1155.750073
-15.760692,8,1155.760563
-54.717094,33,1155.811521
-18.631506,11,1155.828247
-27.759877,15,1155.855485
-71.209828,32,1155.908808
-41.192408,12,1155.926136
-65.984983,36,1155.980216
-33.117748,13,1156.001114
-48.428225,17,1156.026437
-35.038839,22,1156.062469
-44.966795,21,1156.093992
-26.293901,13,1156.112072
-35.379207,14,1156.133883
-44.33549,27,1156.176445
-50.510028,47,1156.247593
-53.86619,26,1156.289311
-42.163392,23,1156.325525
-51.209025,26,1156.364548
-103.081393,65,1156.4629
-109.67848,64,1156.561264
-78.536648,29,1156.606217
-37.663755,17,1156.637801
-59.541576,30,1156.684945
-48.686057,33,1156.736254
-44.613361,22,1156.769116
-17.149901,14,1156.792269
-27.567216,12,1156.810315
-86.338409,39,1156.873854
-35.686822,32,1156.922519
-40.349235,15,1156.945359
-35.130448,16,1156.972229
-59.298745,22,1157.004565
-74.382177,37,1157.059854
-32.216747,19,1157.089637
-56.215733,36,1157.143534
-1107.422335,642,1158.148542
-20.438276,17,1158.173319
-36.157617,22,1158.216824
-31.662269,18,1158.2424
-84.466913,52,1158.323685
-25.706232,11,1158.339804
-39.655708,21,1158.371178
-32.401548,19,1158.400735
-43.863777,18,1158.427755
-34.877619,18,1158.457646
-32.201429,20,1158.489448
-53.133279,16,1158.513676
-26.656998,17,1158.541445
-64.867697,25,1158.579543
-37.26238,17,1158.604675
-28.466324,20,1158.635477
-95.0211,41,1158.697565
-45.906153,17,1158.72502
-130.369226,47,1158.795346
-22.890379,11,1158.811536
-38.255738,24,1158.848798
-26.366068,16,1158.872739
-22.031083,14,1158.895217
-106.509228,56,1158.988405
-17.557702,28,1159.033046
-55.618002,27,1159.073088
-18.78225,19,1159.102724
-725.914396,479,1159.849758
-29.214305,18,1159.875622
-41.093406,16,1159.902235
-44.734355,19,1159.930002
-14.185557,14,1159.95304
-49.212193,24,1159.990563
-5.655283,40,1160.053921
-25.17923,13,1160.074965
-45.347644,23,1160.108694
-28.569168,17,1160.136295
-22.062387,14,1160.155353
-23.412356,14,1160.177317
-32.33669,17,1160.20513
-44.926614,39,1160.262286
-26.082711,28,1160.305878
-41.745934,25,1160.34404
-55.113962,25,1160.382472
-39.872397,25,1160.420425
-5.354417,11,1160.436755
-46.851267,27,1160.47942
-28.316939,20,1160.509721
-70.16328,48,1160.588332
-34.190186,17,1160.616238
-55.737968,28,1160.658176
-16.180454,10,1160.673357
-55.997215,21,1160.704905
-30.457208,16,1160.731359
-78.744793,48,1160.802558
-67.284103,30,1160.848683
-31.66755,17,1160.87606
-23.741121,20,1160.906385
-62.586981,56,1160.991043
-9.046862,15,1161.013654
-27.537901,24,1161.050383
-46.286581,23,1161.083668
-17.699187,10,1161.099101
-52.942854,28,1161.143071
-27.521703,12,1161.160201
-31.520607,18,1161.188798
-24.232282,15,1161.213468
-38.768635,18,1161.239247
-74.138279,37,1161.303747
-19.010247,10,1161.320116
-16.863496,15,1161.343139
-19.5823,18,1161.368666
-4.318292,18,1161.397468
-28.399146,16,1161.42146
-23.268463,10,1161.436887
-86.373992,38,1161.495025
-20.420722,8,1161.505484
-40.412802,19,1161.534899
-11.98302,9,1161.549156
-38.969912,17,1161.573915
-1432.690435,902,1163.799119
-8.623692,13,1163.818356
-50.879142,32,1163.869167
-42.876462,26,1163.907599
-77.527118,26,1163.946388
-17.870882,10,1163.96168
-32.909271,15,1163.984463
-22.248147,24,1164.021208
-49.038018,38,1164.07949
-44.195076,31,1164.125551
-18.888525,12,1164.142501
-24.412767,45,1164.212701
-81.39295,81,1164.334054
-69.191998,24,1164.371247
-23.10904,12,1164.391271
-31.212559,16,1164.414662
-54.514634,25,1164.459814
-15.863043,12,1164.477209
-12.299371,8,1164.49113
-15.515171,11,1164.508099
-15.638836,11,1164.525087
-13.182062,9,1164.539973
-22.929684,25,1164.579494
-35.643168,24,1164.618055
-16.412051,9,1164.63312
-12.108508,9,1164.645078
-28.935676,17,1164.673985
-14.522859,10,1164.689745
-55.340676,25,1164.729207
-13.045246,8,1164.740285
-11.679289,10,1164.756181
-14.692757,11,1164.776078
-61.208653,20,1164.808117
-64.786654,36,1164.865151
-21.43507,10,1164.881173
-22.412462,16,1164.906129
-12.540133,9,1164.920847
-10.280769,10,1164.936018
-13.378543,9,1164.950144
-34.711749,13,1164.968184
-11.996484,10,1164.983374
-13.411882,9,1164.997473
-53.960741,26,1165.037724
-17.327535,9,1165.052768
-14.369971,10,1165.068748
-37.798939,16,1165.093081
-12.923839,10,1165.108173
-12.699358,10,1165.123301
-53.517917,27,1165.165794
-24.832999,16,1165.189185
-141.344043,68,1165.297786
-18.9181,13,1165.318623
-16.936517,12,1165.335582
-22.2516,14,1165.357218
-43.423204,18,1165.385519
-5.997101,10,1165.410644
-54.309355,39,1165.469899
-104.739312,56,1165.553781
-15.308433,9,1165.568025
-20.121569,13,1165.58608
-29.477095,14,1165.60911
-37.671218,15,1165.633093
-32.436805,13,1165.654084
-25.441905,11,1165.669921
-25.269511,12,1165.686918
-25.351232,16,1165.710448
-27.001781,13,1165.731795
-77.073745,26,1165.772017
-31.590786,14,1165.795083
-137.365207,56,1165.880488
-27.35904,28,1165.924105
-21.467831,10,1165.9393
-17.314118,11,1165.955461
-38.739927,15,1165.978228
-18.439588,9,1165.992374
-46.108181,24,1166.036616
-11.655209,12,1166.05379
-57.925659,35,1166.106798
-12.252537,10,1166.121887
-97.114154,56,1166.205979
-24.353697,12,1166.225902
-22.078519,11,1166.242254
-20.127132,29,1166.286431
-13.613485,10,1166.301648
-13.093696,10,1166.316797
-30.941436,41,1166.378119
-13.18893,10,1166.393178
-17.291357,10,1166.408357
-40.232912,14,1166.430269
-19.893919,11,1166.446351
-69.266407,33,1166.494401
-11.530221,9,1166.508741
-141.757062,48,1166.582688
-52.153335,19,1166.612014
-77.757594,32,1166.659398
-75.830785,36,1166.713143
-235.968585,123,1166.90955
-16.248936,10,1166.925515
-11.876507,11,1166.942509
-64.055298,21,1166.975408
-77.778637,31,1167.02406
-67.203025,28,1167.069575
-52.474337,28,1167.112986
-11.63136,10,1167.128168
-15.078379,10,1167.143374
-22.873926,13,1167.161279
-51.502989,28,1167.204657
-11.569249,9,1167.218963
-78.765331,41,1167.280305
-74.887133,29,1167.32463
-15.484298,10,1167.339729
-12.720399,9,1167.351055
-11.457741,19,1167.380447
-44.551027,18,1167.409463
-64.410427,29,1167.456362
-14.585371,20,1167.488069
-27.66504,22,1167.522061
-44.443828,18,1167.556781
-12.401428,11,1167.574319
-36.821814,28,1167.61516
-17.695353,10,1167.630528
-27.019757,16,1167.657076
-16.948237,11,1167.673345
-13.995001,10,1167.68857
-941.711473,489,1168.439658
-13.250269,10,1168.454973
-44.863273,17,1168.479668
-44.438242,16,1168.503375
-68.222323,22,1168.538286
-122.188135,47,1168.608291
-34.560614,14,1168.630248
-48.273473,24,1168.669216
-13.860582,11,1168.685355
-14.731624,9,1168.699539
-478.422904,205,1169.012199
-73.94415,36,1169.06627
-44.724278,23,1169.107166
-19.479585,11,1169.126567
-22.912527,27,1169.166296
-73.674895,40,1169.226953
-33.641261,18,1169.255441
-30.982994,18,1169.280805
-24.315273,35,1169.333753
-48.359278,20,1169.364106
-47.355991,22,1169.399078
-48.349342,23,1169.432318
-50.347558,30,1169.477683
-14.806558,8,1169.490965
-7.267708,15,1169.513965
-41.819784,20,1169.544174
-18.788728,12,1169.561306
-43.088209,23,1169.597291
-251.009694,101,1169.749077
-26.875883,17,1169.773685
-10.652213,12,1169.79357
-32.804135,15,1169.817193
-62.071799,29,1169.867314
-52.30318,23,1169.902499
-52.419719,29,1169.948256
-37.99098,23,1169.986274
-33.069844,15,1170.009162
-38.074962,19,1170.035668
-18.122576,14,1170.057437
-33.778501,20,1170.0879
-33.042217,15,1170.110661
-27.749507,14,1170.132364
-49.083662,20,1170.164136
-89.997915,41,1170.228536
-108.813612,56,1170.313976
-97.924771,62,1170.408975
-35.002365,17,1170.433544
-33.023307,16,1170.457543
-2040.314782,1000,1172.032046
-1803.418961,1000,1173.583111
-113.933975,63,1173.67939
-334.36775,189,1173.973525
-122.478996,98,1174.119849
-39.737259,21,1174.15378
-45.383183,28,1174.194589
-74.700405,53,1174.275682
-76.054019,41,1174.337183
-145.415446,97,1174.482098
-50.275414,19,1174.516
-17.986697,14,1174.540378
-93.958696,58,1174.629926
-282.535699,135,1174.8344
-71.381355,44,1174.898936
-17.961048,9,1174.913728
-166.45879,99,1175.063655
-126.913253,81,1175.186286
-47.533356,23,1175.223557
-85.321203,42,1175.29148
-8.720517,12,1175.313394
-80.287316,40,1175.375559
-83.831921,37,1175.430207
-231.499158,142,1175.643131
-4.551213,14,1175.665442
-83.844916,56,1175.7536
-83.760811,42,1175.821713
-94.852859,54,1175.90645
-30.375829,40,1175.967491
-210.704077,108,1176.138547
-39.299692,23,1176.174935
-61.711745,71,1176.28159
-375.644785,196,1176.580975
-7.30167,13,1176.601752
-39.678761,22,1176.634143
-28.202283,11,1176.65033
-32.541511,12,1176.670219
-234.590884,120,1176.863855
-32.920185,20,1176.89419
-18.679388,11,1176.910315
-329.952511,185,1177.190687
-44.72515,24,1177.229477
-1549.080544,1000,1178.788917
-37.337826,42,1178.851915
-51.654876,32,1178.902073
-115.164447,61,1178.993601
-207.632842,115,1179.361158
-37.392777,31,1179.409817
-1608.229151,1000,1180.950385
-41.440109,48,1181.024622
-93.586248,64,1181.119068
-103.36821,64,1181.216041
-98.34798,58,1181.30448
-100.308418,47,1181.37424
-24.093903,12,1181.394172
-34.23979,36,1181.448118
-23.776325,15,1181.470853
-44.840446,29,1181.51497
-57.662631,46,1181.584079
-14.231432,14,1181.605761
-60.203088,41,1181.678262
-8.806175,15,1181.702431
-30.747969,25,1181.742573
-21.72606,13,1181.76124
-243.495255,91,1181.902786
-23.254708,20,1181.933622
-34.542512,22,1181.966234
-186.894575,86,1182.096785
-90.442796,33,1182.14829
-41.059399,17,1182.173143
-49.104489,26,1182.212498
-36.13811,17,1182.241565
-36.030098,22,1182.275866
-42.948413,36,1182.333257
-19.480517,16,1182.361217
-121.278426,74,1182.483474
-16.346246,12,1182.503577
-18.212867,30,1182.550611
-159.755381,76,1182.669433
-56.083176,22,1182.703821
-43.865894,21,1182.739894
-14.812496,12,1182.757613
-30.76754,25,1182.796581
-159.433901,79,1182.918324
-19.977913,23,1182.952078
-19.799455,22,1182.987858
-101.527071,38,1183.04655
-25.153279,12,1183.06777
-228.797608,106,1183.238807
-50.851137,16,1183.264016
-97.688991,44,1183.332053
-4.838681,11,1183.348332
-143.575519,47,1183.421805
-11.520347,10,1183.437337
-38.209669,29,1183.479517
-22.790985,10,1183.494925
-31.812635,30,1183.54079
-48.939631,21,1183.576354
-42.838935,27,1183.617587
-19.148177,12,1183.636137
-38.568607,23,1183.673366
-24.268036,13,1183.695613
-12.907454,11,1183.712808
-35.867678,36,1183.769711
-19.601048,12,1183.787713
-15.739588,11,1183.807874
-41.512204,19,1183.835276
-4.62185,14,1183.857418
-23.776242,11,1183.873838
-25.308204,12,1183.894045
-43.144318,31,1183.943002
-53.920002,24,1183.981774
-27.028098,13,1183.999841
-123.566987,72,1184.123199
-36.327984,19,1184.152437
-23.391644,11,1184.168667
-14.668284,20,1184.199793
-12.941769,11,1184.216935
-1573.438538,1000,1185.789725
-229.742049,116,1185.966362
-66.324023,42,1186.034678
-49.189669,54,1186.1186
-22.622861,15,1186.14222
-228.475217,181,1186.435541
-214.340743,155,1186.674197
-53.429053,30,1186.719406
-108.774559,72,1186.827436
-87.706072,55,1186.911216
-47.259858,48,1186.9848
-56.369351,31,1187.031175
-205.940832,139,1187.257818
-1599.4595,1000,1188.807976
-23.374432,24,1188.842407
-58.743807,26,1188.884064
-588.392461,347,1189.406261
-17.538057,16,1189.429972
-39.742951,34,1189.488743
-10.648176,16,1189.513294
-155.277689,114,1189.687128
-169.937778,76,1189.803254
-34.089384,16,1189.828114
-627.894013,373,1190.471276
-139.384253,78,1190.593431
-28.858836,11,1190.609987
-1644.640762,1000,1192.154082
-12.873886,20,1192.184377
-130.920207,54,1192.268061
-27.306822,14,1192.287446
-57.271011,35,1192.340673
-52.518891,24,1192.382368
-37.554248,22,1192.417484
-14.765624,11,1192.433687
-106.688565,65,1192.536399
-68.171273,39,1192.597392
-107.652617,51,1192.682181
-31.533103,42,1192.74482
-11.172581,11,1192.760899
-63.288852,41,1192.825275
-0.336464,13,1192.843481
-21.558561,11,1192.859569
-75.511147,30,1192.904809
-43.000178,23,1192.940859
-21.915821,10,1192.956205
-4.155709,12,1192.973182
-17.377502,14,1192.994928
-27.539741,11,1193.011038
-289.195719,104,1193.168437
-38.685201,26,1193.207153
-78.946593,31,1193.257707
-17.209464,13,1193.276683
-29.044683,12,1193.296613
-73.99707,27,1193.336015
-221.920828,132,1193.541962
-28.331442,14,1193.563821
-23.608721,13,1193.584745
-20.168014,13,1193.602781
-281.242135,97,1193.750889
-15.652434,14,1193.772632
-3.121648,23,1193.80588
-41.45095,38,1193.86446
-18.117564,14,1193.886197
-23.335039,12,1193.903325
-37.913411,16,1193.927018
-20.260955,14,1193.948712
-25.707901,13,1193.969558
-145.866678,68,1194.070102
-23.572034,11,1194.08632
-89.759481,112,1194.267023
-66.412726,55,1194.352406
-18.043163,12,1194.369467
-242.870529,87,1194.501276
-66.271783,31,1194.547655
-36.030449,14,1194.569402
-25.324531,16,1194.593035
-109.496373,37,1194.647719
-23.806543,12,1194.667878
-22.319553,12,1194.685002
-21.756036,18,1194.713284
-24.728293,23,1194.74617
-30.70332,13,1194.767033
-120.688665,47,1194.836964
-35.666364,20,1194.867111
-20.424421,13,1194.88802
-165.704041,57,1195.152813
-340.899021,188,1195.444567
-97.550119,37,1195.499271
-36.898653,21,1195.530428
-162.80842,50,1195.607574
-22.492236,12,1195.627664
-43.844743,22,1195.660299
-33.877864,31,1195.707438
-23.563672,13,1195.728337
-23.412844,17,1195.752897
-35.726752,15,1195.775448
-47.066354,46,1195.847864
-4.922125,34,1195.902827
-40.963689,26,1195.944613
-56.345856,16,1195.968431
-23.69892,11,1195.98457
-45.420236,20,1196.014869
-22.32354,18,1196.043139
-43.50391,29,1196.085236
-61.361233,31,1196.134021
-17.923255,11,1196.150113
-11.481139,11,1196.166415
-27.169075,17,1196.190924
-30.877666,18,1196.219608
-69.615545,23,1196.255577
-31.327566,30,1196.300802
-133.51434,43,1196.363886
-38.14882,15,1196.387174
-24.619035,18,1196.415547
-61.567054,21,1196.446461
-66.379683,24,1196.483202
-47.987402,24,1196.519683
-27.451553,17,1196.544728
-63.173201,28,1196.589712
-71.565324,30,1196.638965
-45.246924,28,1196.683629
-9.982955,30,1196.729099
-25.102245,25,1196.768689
-21.901981,11,1196.785537
-11.081848,7,1196.798043
-42.52046,21,1196.829334
-79.867922,31,1196.875549
-83.591619,46,1196.944085
-25.928324,15,1196.967071
-310.841871,110,1197.132387
-24.668409,12,1197.15221
-27.164356,18,1197.177652
-28.844568,11,1197.196645
-28.475468,13,1197.215709
-29.707516,13,1197.236769
-159.22453,49,1197.310801
-25.753042,13,1197.328811
-117.771269,50,1197.40818
-96.527562,29,1197.455422
-45.301696,26,1197.494106
-58.889629,20,1197.524346
-25.03966,24,1197.561244
-13.584556,19,1197.59051
-76.675814,39,1197.651233
-23.139407,12,1197.668347
-46.763653,55,1197.758303
-75.225757,35,1197.811027
-62.054929,22,1197.843266
-30.142129,14,1197.865124
-42.345235,17,1197.892769
-26.006278,12,1197.909809
-21.950328,16,1197.933285
-21.367733,12,1197.953272
-26.590337,15,1197.976064
-182.519508,65,1198.073664
-102.958121,48,1198.145005
-61.195259,26,1198.190856
-35.572946,23,1198.227233
-44.453079,19,1198.256659
-24.055859,18,1198.281968
-51.511469,23,1198.318604
-24.892805,17,1198.344217
-33.236075,43,1198.410195
-96.964218,39,1198.469502
-34.524038,14,1198.49136
-62.733119,25,1198.529029
-28.596177,16,1198.552737
-112.663554,49,1198.627083
-76.642278,29,1198.669021
-168.73925,59,1198.759084
-31.265486,22,1198.79387
-58.621828,32,1198.841386
-30.267608,15,1198.863902
-23.745423,11,1198.880097
-61.438459,19,1198.909398
-47.799251,23,1198.950558
-89.469839,31,1199.002323
-40.45281,15,1199.025124
-55.266901,34,1199.077045
-92.846928,43,1199.139961
-99.695171,32,1199.189808
-62.620077,37,1199.24449
-25.514322,15,1199.266995
-499.865129,239,1199.635368
-25.849291,16,1199.658974
-133.811523,47,1199.735406
-79.172209,28,1199.780403
-86.130905,30,1199.825614
-34.25385,20,1199.856239
-20.584472,19,1199.885696
-41.072896,16,1199.909501
-62.763222,28,1199.952756
-17.371445,15,1199.975658
-58.149335,29,1200.017032
-12.492236,16,1200.043499
-97.15393,39,1200.102807
-181.390507,74,1200.217667
-65.330857,30,1200.262733
-36.172707,17,1200.289943
-29.062005,29,1200.331518
-84.565515,27,1200.373893
-2.91569,16,1200.398069
-2.672363,16,1200.421743
-1070.483918,596,1201.342582
-90.302956,30,1201.387467
-142.997704,51,1201.466473
-55.788878,21,1201.497499
-61.449071,25,1201.53543
-200.086801,84,1201.662584
-134.478306,51,1201.738588
